hidden unit size,accuracy
752,0.9707000255584717
603,0.9629999995231628
722,0.9643999934196472
989,0.9605000019073486
976,0.9664000272750854
415,0.9557999968528748
954,0.9351999759674072
560,0.9585000276565552
398,0.9545000195503235
388,0.9652000069618225
