hidden unit size, accuracy
400,0.9610999822616577
652,0.9546999931335449
722,0.9667999744415283
85,0.9588000178337097
703,0.9624999761581421
533,0.9703999757766724
589,0.9678999781608582
571,0.9634000062942505
308,0.9664000272750854
376,0.9657999873161316
