hidden unit size, accuracy
84,0.9661999940872192
789,0.958899974822998
357,0.9616000056266785
182,0.9641000032424927
592,0.9648000001907349
61,0.9596999883651733
266,0.9635999798774719
501,0.9613999724388123
407,0.9616000056266785
151,0.9544000029563904
