hidden unit size, accuracy
697,0.9623000025749207
656,0.9635999798774719
805,0.9650999903678894
998,0.9602000117301941
609,0.9628000259399414
872,0.9560999870300293
131,0.9607999920845032
560,0.9692000150680542
391,0.9642999768257141
278,0.96670001745224
