hidden unit size,expected accuracy, margin of error
253,0.912675,0.00320156812539394
801,0.91732,0.003392504558506469
121,0.908655,0.004455028561881451
322,0.9092975,0.005601650340610484
922,0.90858,0.00796428630890781
709,0.91282,0.004853136442892712
166,0.908945,0.0037786305347240175
499,0.90422,0.0071928675498540645
873,0.9145275,0.00433754620163083
