hidden unit size,expected accuracy, margin of error
297,0.9103725,0.005249517621306766
848,0.9105125,0.007599015413618414
691,0.9102625,0.0050908197289651225
353,0.9124575,0.004740869159195956
25,0.8614775,0.00889662997994184
524,0.91576,0.004059751160746122
237,0.912655,0.004266205604094848
833,0.9143375,0.004437663323104939
432,0.911455,0.004636698372211824
852,0.91282,0.004717709135499928
