hidden unit size,expected accuracy, margin of error
252,0.9082574999999999,0.004740609543735263
326,0.90901,0.005804360871638247
403,0.9096875,0.005854948323580222
140,0.906785,0.005686067317440196
380,0.9109875,0.004630640358331138
947,0.9023325,0.010256031089946476
838,0.91453,0.004220828694912278
869,0.9158499999999999,0.00398311822184966
290,0.91549,0.003602632940304091
933,0.9075225,0.008888660270831395
