hidden unit size,expected accuracy, margin of error
272,0.9135825,0.005212538569001989
249,0.911825,0.003930412322599377
329,0.9106225,0.005483459919823221
672,0.91452,0.004250135442789002
213,0.9111325,0.004187064252108158
67,0.899935,0.004581095770832395
887,0.91109,0.007537675626222836
41,0.886605,0.004519081765137691
842,0.9131825,0.0046849014848849195
48,0.8927475,0.005000584517116023
