hidden unit size,expected accuracy, margin of error
841,0.9113675,0.004898238236398148
307,0.9161675,0.0029591439120643798
834,0.9092275,0.0073473944012268375
490,0.911475,0.005033145267330488
943,0.9075525,0.0063496536852868535
752,0.912365,0.004636331164473333
92,0.9051175,0.003740786202158098
430,0.9157150000000001,0.0034913633366806637
764,0.9091125,0.006956926773238675
199,0.9095775,0.004283399605393732
