hidden unit size,expected accuracy, margin of error
21,0.84511,0.009665754510456502
187,0.90862,0.003787558580405065
25,0.8594375,0.0073155636251656065
981,0.909205,0.007076801935975431
351,0.911935,0.003936023960214752
730,0.9107425,0.004289736633479422
129,0.908695,0.0037941652235491475
975,0.911685,0.004800499706894839
630,0.9121575,0.0051946071024397905
798,0.9072749999999999,0.00680611998357135
