hidden unit size,expected accuracy, margin of error
390,0.91461,0.003840985450476116
83,0.903575,0.006245157098063038
712,0.9121325,0.00483374032327146
342,0.9115925,0.004916776030943603
505,0.913725,0.006096109520181808
456,0.9072975,0.005833925922281379
429,0.90898,0.006082021425100754
310,0.911195,0.006353456357944683
710,0.9097425,0.005020000446930207
451,0.914115,0.004322822855021636
