hidden unit size,expected accuracy, margin of error
21,0.8451975,0.009848504995227735
139,0.90586,0.0047843269762198135
738,0.91199,0.00586461706621441
522,0.913065,0.005691039065146682
435,0.91185,0.006281829718751106
294,0.910985,0.0033472878420350858
262,0.91009,0.004162610127903294
247,0.9115825,0.006152693333525592
367,0.9109025,0.006245270980140462
649,0.9129675,0.005445913017093056
