hidden unit size,accuracy
272,0.9588000178337097
672,0.9667999744415283
801,0.963699996471405
307,0.9667999744415283
524,0.9595999717712402
290,0.9664000272750854
294,0.9577999711036682
722,0.9620000123977661
351,0.964900016784668
