hidden unit size,expected accuracy, margin of error
272,0.91642,0.0028938502433210403
132,0.9110325,0.002960304796330859
229,0.908625,0.005254462084254849
521,0.9131875,0.005751607077535717
17,0.81684,0.01201580967106595
495,0.913595,0.004681753725765371
972,0.91451,0.004413863938976239
359,0.9154100000000001,0.004282653143638643
420,0.90979,0.005176484303423489
86,0.89969,0.004856255812127334
