hidden unit size, accuracy
555,0.9607999920845032
749,0.9611999988555908
954,0.9674000144004822
415,0.947700023651123
948,0.9466000199317932
738,0.9664999842643738
42,0.957099974155426
100,0.960099995136261
823,0.9605000019073486
642,0.9628999829292297
