hidden unit size, accuracy
232,0.9605000019073486
905,0.9657999873161316
996,0.9656000137329102
111,0.9596999883651733
495,0.9609000086784363
451,0.9623000025749207
130,0.9609000086784363
71,0.9610000252723694
411,0.9603999853134155
398,0.9677000045776367
