hidden unit size, accuracy
801,0.9631999731063843
736,0.9552000164985657
164,0.9632999897003174
369,0.9531000256538391
631,0.9631999731063843
752,0.9679999947547913
130,0.9592999815940857
30,0.942799985408783
843,0.9634000062942505
617,0.9672999978065491
